sku,product_url,reason
FUNAT-COMPRA-CLORURO-DE-MAGNESIO-Y-LLEVA-LA-SEGUNDA-UNIDAD-CON-30-OFF,https://naturalbe.com.co/producto/compra-cloruro-de-magnesio-y-lleva-la-segunda-unidad-con-30-off.html,sin imagen valida tras fallbacks
